Gene,logFC,-log10(p-value)
CBWD5,-0.08289077990901816,3.596426738988995
SLC35F2,-0.1051166283231808,3.594198715329184
CCDC167,-0.15783954802540023,3.594198715329184
TULP3,-0.10467792842383172,3.5907873821664618
GMNN,-0.14454981034097436,3.5897975100698827
GSK3A,-0.13569655180037632,3.5890863380781455
CDC42EP4,-0.09529788161131592,3.5890863380781455
STAU2,-0.09782025560495544,3.5868586859268747
PTPLAD1,-0.13838551893524453,3.5864361764510004
ALCAM,-0.1276398740475999,3.584653490640023
NMI,-0.09944429826299128,3.5845309562904117
DLGAP5,-0.09984837110336464,3.5817583155339427
MED16,-0.09166200226942944,3.5798861266461084
PHF10,-0.0903248824927223,3.577686662239827
SDF2,-0.14428571958936853,3.5764784789597837
KIF5B,-0.1623799264204724,3.5763780729751256
LINC00665,-0.11954790357702905,3.574817424981341
LSM1,-0.15543256936129612,3.5679958167344332
CHCHD4,-0.1293919909364707,3.5679202254701985
TFRC,-0.14202292461481036,3.5658242582667214
AP2M1,-0.13800406069944238,3.560940116332593
DVL1,-0.1101188135142932,3.560664132552421
PYCRL,-0.09566240789179492,3.5590381436732557
ILKAP,-0.12959672163845593,3.5590046002814346
HILPDA,-0.12754349919881935,3.552448010949498
SLC35C2,-0.14253404431651973,3.547536316839685
LMAN2,-0.1446635064597439,3.547536316839685
C14orf142,-0.11609763501690384,3.547536316839685
RPS8,0.059915691300664875,3.547149675742264
ARSJ,-0.07741374417080493,3.546867751868571
SRGAP2,-0.10300175826904034,3.545919900654592
LRP10,0.1549560585343155,3.544383476645902
FCF1,-0.09063190435444657,3.544383476645902
ASCC2,-0.1229347720582421,3.541397996743167
TRMT1,-0.11343509618196901,3.540989106428482
RP11-427H3.3,-0.08834720331734047,3.5404339638903353
FARSB,-0.12938643243119952,3.536414669605488
ADRB2,0.08266485253143507,3.534632671679362
NFE2L3,-0.10554415686707319,3.531077185982651
TM2D1,-0.13197770960022392,3.5300137736133603
HNRNPH3,-0.1581799400821433,3.5300137736133603
ZNF195,0.08463323419049118,3.529801822741848
SLC25A1,-0.15200221755289522,3.529801822741848
SFXN4,-0.12114576583285341,3.529390402911078
SRPRB,-0.14042054169261942,3.5291105307231447
PON2,-0.1493649169865714,3.526564151525298
HDDC3,-0.1279492180306745,3.526563684617415
PPAP2A,-0.08604086391657617,3.524144314836134
FAM134A,-0.13901376005475807,3.523661936593673
TMEM208,-0.15593870862512293,3.5209491051678894
TXNL4A,-0.1399757161177817,3.5209491051678894
PTPN9,-0.09745033388852686,3.5190510285213894
ATF6B,-0.13053950126788827,3.518055127231903
TMEM165,-0.15767060245785913,3.518055127231903
DHX37,-0.0898832862207044,3.518055127231903
DLEU1,-0.12825583959833153,3.5175790075866664
AP3S1,0.14495981597007024,3.5175790075866664
TLK1,-0.13397221333414855,3.5162855964212762
GPR180,-0.09881564119866759,3.5161456816070533
PSMA4,-0.16006972400230612,3.5157525784377106
TNFRSF12A,-0.132902839226551,3.5148460034313183
TMEM11,-0.15230359563531426,3.5138893190350955
KIAA0319L,-0.09264497683134731,3.5138893190350955
ALG3,-0.15582945474167076,3.5106575279451904
C11orf82,-0.07798405296479238,3.509407566108111
NAT10,-0.08875270756934128,3.5028838288337996
UBE2R2,-0.15487213669986843,3.5026636499089547
AKT1S1,-0.15272512316474351,3.5010905643677783
ITM2B,0.16381444344497353,3.4984354091481022
PNPT1,-0.09374640472543394,3.496589076201714
PRKCA,-0.11810749244606722,3.4950958699121473
HNRNPUL2,-0.12368915117535195,3.4940092565610845
ACSL3,-0.12549201650238384,3.4930315592696455
KIAA2013,-0.14289744418916772,3.4930315592696455
UQCRC1,-0.16257532199621316,3.490436958971142
SGSM3,-0.09663176014023112,3.4862916840880733
C9orf69,-0.13078818027214556,3.486206284399412
NIF3L1,-0.08167139864057038,3.485448265801052
CTSB,-0.15588063019900034,3.4839536932195077
ZBTB44,-0.11045122649990091,3.4832404048120127
SMAD4,-0.08173380750679105,3.4792042545088435
XRCC5,-0.15798058777191493,3.4792042545088435
TREX1,-0.08074638699633674,3.4788493721854468
MAPKAPK3,-0.1404843393401496,3.4786207353103524
TMEM18,-0.13276874373755554,3.476392032231178
TIMM23,-0.12935515941578668,3.4746728916517533
ANKS3,-0.10230240854271688,3.465075683282959
ARHGEF35,-0.0974487899915708,3.464880438669341
ATP5C1,-0.15550305865862413,3.462357341028643
NOP2,-0.11278943378939577,3.459958970766843
PERP,0.14529863950961897,3.45921485419803
BTF3,0.08911859575320236,3.4591264668723727
TBL1XR1,-0.14250360014160535,3.458703826681556
PPT1,-0.13130211211400056,3.458703826681556
PARD6A,-0.0897973288263989,3.4570020345904964
ITGA2,0.13018205718954867,3.454355133445435
DAB2,-0.09255003823830155,3.4541823407412493
SMARCD3,-0.07719092803302186,3.4519328548730632
CBX4,-0.09017348628619626,3.451665012442595
SLC25A22,-0.10659040334900904,3.451665012442595
HPS1,-0.14005691132234954,3.4510373077559597
RAD1,-0.1294380849531125,3.4505460958392096
CSAD,-0.07840536358033301,3.4500421782975916
RBM10,-0.10681977373071305,3.448697123710726
UBE2O,-0.08445193485750391,3.4485195482479822
THUMPD3,-0.11537702917731174,3.446366146864196
KIF20B,-0.11712364236221795,3.445021727576772
NMU,-0.07463130910631133,3.4426364407589163
SNHG8,0.15477227759194712,3.4424914201316503
IFT43,-0.12497854255004182,3.4385850620243112
QSER1,-0.10345839742258445,3.4383600711056355
RNF168,-0.11595803840369001,3.4383600711056355
IL8,0.14346050102018104,3.437879795983217
KMT2E,-0.14702826324760832,3.4377817830056365
DOK4,-0.08250505190068314,3.4312248203088602
VCL,-0.14137564600105001,3.430798183576672
CHERP,-0.1050809102001411,3.4298609333729484
ZCCHC9,-0.1298436738668478,3.4286189908051874
TSPYL1,-0.13486008205543776,3.4276690481775978
MTUS1,-0.08357448211855711,3.4271760924380787
KATNA1,-0.08158029804569633,3.4232970327915213
RARG,-0.0852753032503335,3.423173504909077
COPS6,-0.15733835374700877,3.4216380947795044
FPGS,-0.11760742910483568,3.4186003614715594
HDHD3,-0.099374302456952,3.418357864458961
DCAF6,-0.11220808342370336,3.418101691777051
CHPF,-0.14541143913804255,3.417616964569084
COL4A3BP,-0.09262309869767194,3.4173573274667
AMPD2,-0.08398078942568699,3.4167671915889577
GATAD2A,-0.127954654000054,3.412659572135267
ERLEC1,-0.15272682044972985,3.4120225357614435
SMYD2,-0.13102096903931493,3.4120225357614435
NFE2L1,-0.13320398228280617,3.4120225357614435
NEDD8,-0.09691343224127813,3.4100376551071196
KMT2A,-0.12928815893092782,3.409837646703883
SH2B1,-0.09171143775891011,3.409837646703883
EBAG9,-0.13344722467751957,3.407624265177794
KCTD20,-0.11246975478159627,3.4064981474141196
ADRM1,0.1463354900911149,3.405081255814436
BDP1,-0.14392542966290556,3.4042348661716617
PRPF38A,-0.135301747822397,3.403118819991773
PRR7,-0.14632418271096004,3.4020126651119686
HEBP2,-0.13782461889905306,3.399424055418759
IFITM2,-0.1235383064944422,3.399424055418759
CLNS1A,-0.1512075008977769,3.397608672003516
TAF7,-0.15519109361059158,3.391648154237516
UNC119,-0.10987472229608919,3.391224190218348
CECR5,-0.12326156038941427,3.391224190218348
DNAAF2,-0.10368421802266692,3.3908706368168824
TIMM22,-0.13418904023507405,3.388956873350673
SUPT5H,-0.13277753996313368,3.388471000977813
CDC27,-0.11811025642340844,3.3875966358026077
APIP,-0.10712912482041226,3.385854717542854
HNRNPC,-0.12992373499032173,3.3857309134647955
BRD2,-0.1542554876590696,3.3857309134647955
DAAM1,-0.12192416736253975,3.384884931108058
LIN7B,-0.08312406566864805,3.384261690335342
TAF9B,-0.09183437746865408,3.3830714873314234
B4GALT7,-0.14290496381426898,3.380383434530275
SOX12,-0.07764288461736246,3.378913477863307
CEP41,-0.09794459045705572,3.3787880685810325
CREB3,-0.14504384126858305,3.3767470223454237
AMD1,-0.14847418062498186,3.376182397065136
AEN,0.12749036573269024,3.373820649108839
HDGFRP2,-0.10870090469875127,3.3735134499794555
GDE1,-0.15255248699033253,3.368404162785504
AP2S1,-0.12117089638236767,3.3674101836044326
SRA1,0.15521173240903963,3.3674101836044326
SULF2,0.0961658448760172,3.3596888007139496
LINC00662,-0.11005829493436092,3.3595294717970487
RCAN3,-0.09065087760326485,3.3570017579329723
ARID1B,-0.08406281975273622,3.354698791471806
TAPBP,-0.14764614172738533,3.3543633828756554
DESI2,-0.136119411876634,3.3538793758651035
DCK,-0.09126307620289875,3.3531758029614216
ANKRD16,-0.07920854223789853,3.3531758029614216
BOLA3,-0.14133466222461433,3.3528718003260516
RFWD3,-0.10660413439113459,3.3523444385558645
LRRC47,-0.10944020073574112,3.3521352857278335
MPC1,-0.12985705155412486,3.3489329723731256
RDH11,-0.12821386425457337,3.3489329723731256
MUS81,-0.12346406993096082,3.3481503041134775
TYRO3,-0.08265294697395031,3.3481503041134775
RPLP0,-0.05661069774001426,3.3454408623770724
THAP9-AS1,-0.10909794562709774,3.3453104564973284
DYNLT1,-0.145047163860478,3.3419723881522305
APPL1,-0.13306729767118863,3.3405137309010677
CARS2,-0.13605083166635445,3.3395120117579693
EPS8,-0.11543475526232427,3.3395120117579693
LRRC58,-0.1307599470056564,3.338603007187402
SYNE4,-0.07517232477690872,3.3383169049553194
SEC14L1,-0.1279502978328777,3.3370644315852966
LZTS2,-0.08182566623490839,3.3370083264966843
GS1-251I9.4,-0.1505448062366339,3.334923192107295
RHEB,-0.13868273126035113,3.3332243337218483
WDR54,-0.12989369293235598,3.3305650923084573
MRPL54,-0.1520259122174421,3.325959335209903
NKTR,-0.12912605514341724,3.3256676687358273
GCLC,-0.08621586765710809,3.325586339489141
C7orf73,-0.14417302129921605,3.325586339489141
GBAS,-0.13159654315203895,3.324056139507778
MYBBP1A,-0.0926287671356949,3.32324388003798
SNX5,-0.15124075629101874,3.32324388003798
DDX17,-0.14964559011635448,3.3225415501780846
CASC7,-0.11358331235922492,3.3216858161709975
NRP2,-0.11479855948731821,3.3215894215966864
EEF1A2,-0.11785584960121831,3.321055139966206
XPOT,-0.09693999058981984,3.3203719643653486
EHMT1,-0.10694253114154506,3.319892709943108
MYO6,0.09798223457365474,3.319892709943108
TMEM98,-0.09215200777557353,3.318989857523597
COMT,-0.1425615817716528,3.318718999286709
FASTK,-0.14965520849132208,3.3174813055273127
PEF1,-0.12991445033040172,3.3055205249943738
AP006222.2,0.1132837405789271,3.303171951471725
CEBPG,-0.14297459837284965,3.302029687497081
TRIM11,-0.09512348808929438,3.302029687497081
SMARCA5,-0.12651425206033196,3.299401989313954
WDR43,0.13808744777855697,3.2988047205251343
FZR1,-0.09042249442343397,3.2976595031624543
C17orf58,-0.11585566355972521,3.2975156886386525
TMEM256,0.1495795391936241,3.2971485453717615
XPC,0.09395547786836644,3.296260473192904
TMX2,-0.14583923584050407,3.2950864834333897
DMWD,-0.12116443032074198,3.2943269041731984
CASP8,-0.11232366878133249,3.2933700334323905
MTMR4,-0.08987390688023211,3.290468143567783
WBP5,-0.14286473607782924,3.290147993092733
C19orf55,-0.09226413186700544,3.2889199025677818
P2RY2,-0.08540015952162872,3.2889199025677818
UBXN11,-0.07640135310459062,3.2889199025677818
MMS22L,-0.0898125538538821,3.281642810497018
HIGD2A,-0.1294960352250687,3.2807882637872727
G3BP1,-0.14683575842117147,3.2790962993495367
PSRC1,-0.09313147870850713,3.2772580581625275
API5,-0.1031549823306186,3.2732041672920995
SRRM1,-0.1518039922480119,3.2708947026644717
SCO1,-0.09950928839016271,3.270668976922276
CREM,-0.13205574895987393,3.2700690557380745
CDKN2D,-0.11817315136339523,3.266651544098165
TUBGCP4,-0.09041164212352015,3.261664255285316
GLYR1,-0.10527321557221381,3.2612499328059985
MAPK9,-0.11526886277624371,3.2612499328059985
TNRC6B,-0.117366829751675,3.2586448793904887
C1orf216,-0.07762147771192485,3.2578069267120084
ATMIN,-0.12408776056283166,3.255642417397876
NUPL1,-0.09428203974789184,3.254959043843205
RWDD4,-0.14655722343404332,3.2537008965280196
MYH9,-0.15228984878673746,3.2533788816257587
LSR,-0.1339652684566106,3.2533788816257587
PSMB6,-0.14023336793015595,3.25042814768251
SSH3,-0.08598335038000826,3.2473770515750493
RMND5A,-0.0921985834107657,3.2466483430895945
CIT,-0.08083344153138938,3.2457325272156
RAC1,-0.0965478363087442,3.244773582898069
OGFOD3,-0.11908849084543682,3.244398603967197
VPS26B,-0.11348909650750727,3.2437693877136717
DPH7,-0.10903081660421599,3.2433988326502785
C19orf52,-0.10573945055369816,3.241894161214409
NR2F1,-0.08755237525970028,3.2412394209964486
C1orf43,-0.13536548603765208,3.239534234920473
CCDC92,0.10448605820472956,3.2386596140113
PLEKHA3,-0.137910792836605,3.23830807266368
RRAS,-0.14578451886818833,3.23830807266368
FBXW7,0.09740509358535387,3.2342528934427235
DNAJC19,-0.14447554714836386,3.226213933629164
SF3A1,-0.11857931444339087,3.2261444830164714
DCPS,-0.10402121455910596,3.2258675737677813
ATG12,-0.1436849770391202,3.2231258887740264
REXO2,0.15191056834656713,3.2223127560960476
RNF167,-0.14762427186153282,3.218049094261832
SRSF5,-0.15211640257802284,3.2111578237735396
TMEM251,-0.1372432041656717,3.210922019833273
DHTKD1,-0.08206183939777745,3.2106087082524195
MYL9,-0.13100643898922293,3.2101549344004856
RPS4Y1,0.08620298893628497,3.210119551557155
B4GALT3,-0.1300587374718054,3.2080966576093126
TGS1,0.12480839636826335,3.2077620980230552
FKBP14,-0.08217335201785136,3.206094598857068
GBA,-0.09987416967627905,3.199633480874888
WDR74,-0.1372595619509518,3.199633480874888
PDCD2,-0.14924521294930404,3.198638642785104
ARAF,-0.10848454376549821,3.198638642785104
HNRNPA1,-0.12642607425946917,3.1985657344232843
TCTN3,-0.10431773258279708,3.197835781614444
CMTM7,-0.12758309200477758,3.197262117826839
PRRC2B,-0.11578656789832831,3.195784595006719
ACP1,-0.13729634822994363,3.1937114203549086
SNRPD2,0.12145657724237324,3.1926020294191555
ACOT13,-0.1255766867671193,3.191999501496356
BRMS1,-0.14416793729794808,3.186189509581368
SRSF6,-0.14349244227709956,3.1824690364499078
CHMP4B,-0.14304136440496595,3.1821626232405142
INF2,-0.11256949776812952,3.1819016531061424
BTBD7,-0.11043907333767944,3.1819016531061424
SEPN1,-0.09222955228402441,3.181275215791142
PPCDC,-0.09133589318000457,3.1809761476149268
CD55,0.09534476567107486,3.178390161954532
LINC00094,-0.09952459830108751,3.1716044473090044
SUV39H2,-0.09030071349790258,3.1677208035972337
DIAPH1,-0.13098523477651725,3.167673223887147
NUP50,-0.1200691495451629,3.1674127285512013
RPL21,0.05818487240456882,3.1667264662901893
CRK,-0.1422739012899905,3.1662544187948694
RPL17,-0.14220098004734627,3.16568243026686
FAM229B,-0.1058393931992887,3.16568243026686
MOSPD3,-0.11791409385807405,3.1646979076010515
DCUN1D5,-0.1465655448074088,3.1641307421349865
TRIM69,-0.09225010959550417,3.1624330114969412
FAM200B,0.14745067843562687,3.16097545407375
DHX29,-0.13897530457410223,3.1592083582327786
PNP,0.11232981934269137,3.1555948002837906
DDX3X,-0.13431431256361925,3.1520132797665807
BEND6,-0.07979185096165331,3.1502741607387836
NDUFA3,0.1475876429668368,3.1502741607387836
NCKAP1,-0.12953023635247618,3.1494451614089694
STX18,-0.09003988761298487,3.1493476859699774
ZBED3,-0.07673253655752976,3.145827098822645
CDCA2,-0.07742902998980483,3.145479944185127
SLC39A9,-0.09845113559741758,3.1435203204332365
TFCP2,-0.07027078379867113,3.14184254476225
MRGBP,-0.14327632160406623,3.1417199816963697
INTS6,-0.08525400393867866,3.1344340135105697
NDUFC2,-0.1292775044802319,3.1344340135105697
CENPL,-0.09386753305235196,3.133523344521541
PPP2R5D,-0.0825918213261243,3.133337365883799
ADI1,-0.14728944331221072,3.1333310992048777
SMIM10,-0.07474908036851691,3.1316740135452807
COTL1,-0.13983035626427043,3.1315006521142887
GAK,-0.08580956472974233,3.1297286264255497
AHNAK,-0.14524595471139268,3.1291222829656062
EFCAB2,-0.08807480750965002,3.1289934378957875
PCNXL3,-0.07904292305450777,3.127427742395374
RWDD2B,-0.08269003863128521,3.1272308293885085
CSNK2A1,-0.12966073309439974,3.1272308293885085
RCOR3,-0.08360593167676189,3.126301425369315
IARS,-0.12822538656766458,3.124740171972626
MRPS35,-0.13837654215614137,3.124298504652461
FAM57A,-0.10316018887036371,3.124093696689741
CCDC66,-0.11161804262107644,3.1235088838332774
AHCTF1,-0.09032477178623566,3.121806879239044
C16orf52,-0.10639433612778504,3.121806879239044
SMAGP,-0.12963815079303487,3.121806879239044
MRPL21,-0.14136389135157756,3.1216213173146317
MIR22HG,0.08445074878499792,3.1216213173146317
QRICH1,-0.0790664184530856,3.1203462566299764
NRD1,-0.13384516717504802,3.120120330409804
TRIT1,-0.08150423066124635,3.118932356235077
SLC20A1,-0.10751867253413483,3.1168781491909265
MEF2BNB,-0.1275444650836759,3.1136652485820018
NCK2,-0.09921847440848008,3.104490107945805
UBIAD1,-0.09661532774865034,3.0970837712918913
ANKRD11,-0.14692325727769262,3.0951369993923694
HP1BP3,-0.138288350663756,3.0932471434744375
NDRG3,-0.09522647517686256,3.091957752186002
MRPL50,-0.13418039599801634,3.0918568926638987
SDCCAG3,-0.12793968137318235,3.0918568926638987
SDCCAG8,-0.12481003298075244,3.090457170855261
EEF1D,0.08811825828463604,3.08812594810788
SAP30,-0.09621043570302579,3.086668789159536
YIPF4,-0.11400200904266367,3.085654026484618
NUMBL,-0.07023657125396632,3.082651317882676
TTF2,-0.09295537810807986,3.082087262547206
ITSN1,-0.0931477255130817,3.0816420972676304
GLOD4,-0.10953890695980562,3.080652907535198
LAMTOR5,-0.12506427794530772,3.0800822399340158
RPA1,-0.11353964934774918,3.078552312326821
SPRED1,-0.07625534162547609,3.075196937327924
SMIM4,0.12472765422705123,3.0742330323833422
PFKP,0.12418374050964243,3.0738716805215045
YWHAZ,-0.11617407543068836,3.0738716805215045
PSMB2,-0.1453003157268702,3.072863633636095
CDR2,-0.08647998706230808,3.071788327404582
RP11-545E17.3,-0.10086406005983406,3.0690945403934315
PIGQ,-0.09006560562975352,3.0646524195398004
RP11-490M8.1,-0.0772937601775352,3.064238957168477
PITPNA,-0.12290751726741611,3.0642138802616996
GNL3,-0.13852167742216182,3.0626421366737104
BECN1,-0.13176671007216267,3.0619582838380794
INADL,-0.07324651595217446,3.0612748243361816
PEX2,-0.11483567687747165,3.060190165631424
MYCBP2,-0.1216921717544528,3.059190217048569
PREB,-0.12972857030281126,3.058559820560537
CISD1,-0.14557613349299103,3.0574001658075773
SLC25A23,-0.10522960991962904,3.0549313450381517
CAV1,0.13896041022713845,3.0509141454845436
FADD,-0.13116331399279257,3.0509141454845436
CPSF6,-0.11720381184430728,3.0509141454845436
PARN,-0.08037364848892281,3.050176608659778
GOLPH3,-0.12246864092657983,3.0489500376084955
LINC00998,-0.1387725925702501,3.0464224503451933
GLT8D1,-0.10236619057762297,3.046288248773136
EIF2B5,-0.10856500090821086,3.046044734176754
ACTL6A,-0.12036065799191586,3.0454700657870033
NLE1,-0.087126230571128,3.044597656526593
ZNF655,-0.12520102819745382,3.044597656526593
ARFGAP2,-0.1061928177906255,3.044473893748545
OGT,-0.08594011019189107,3.041546367594059
TMEM80,-0.08793935452925083,3.041546367594059
CNOT3,-0.1020640304720537,3.039840941722752
AK1,0.15080299076868986,3.0386662507980855
ACBD6,-0.12810831623917807,3.035536027871098
PLAUR,0.13113486960595733,3.032443775132182
MARS,-0.09419349885555217,3.0320667408529385
SUPT16H,-0.1325223748772979,3.031870602581535
MED21,-0.12472031725625854,3.029064770802718
MAVS,-0.08234206512930697,3.029042874011845
PTPRE,0.09629771616247673,3.02738056416014
SIRT7,-0.12388132388083406,3.022316131143479
PPIP5K2,-0.08102444476804305,3.0194733494819226
CDK2,-0.09051086239503103,3.0173255413847095
MNS1,-0.0823413322291664,3.016922191470194
SLC12A2,-0.0960683657048147,3.015600583546289
STRN4,-0.10053037034916734,3.015225205796926
VWA1,-0.0881705406854536,3.0147414026582053
CRCP,-0.10511743019196551,3.01218761355199
DNAJC2,-0.14109409143950113,3.0113843531410507
CCDC124,-0.1440811002809408,3.0113760983087747
SMC5,-0.10105372955283976,3.010685993046298
LEPROTL1,-0.11745634253397341,3.008537191550604
SASS6,-0.07865894330032397,3.008164381440909
HSBP1L1,-0.12614987908951658,3.008164381440909
PDK2,-0.08693522640823037,3.006359885923771
ATIC,-0.11762161725601139,3.006359885923771
NOTCH2,-0.10895102703734683,3.004914008931074
ABCD4,-0.0911198887490654,3.0007292837807857
ZFAND2B,-0.12584922326249792,3.0001369994076432
INTS10,-0.1267989670264864,2.9998407365161617
SDHAF1,-0.11543383772108129,2.9976519675708073
MRPS33,-0.1414886170303129,2.9976519675708073
DICER1,-0.10462639717873401,2.996152274414241
DPYSL2,-0.1039431906572279,2.9946779077310173
C12orf75,-0.148026974985485,2.9912266128251237
DDX55,-0.09378716114428975,2.9902689813495056
KAT6A,-0.07503086605152198,2.989250841217917
C12orf10,-0.13432386312326727,2.9848788397934425
MLEC,-0.13755423750704487,2.9848788397934425
PINX1,-0.08891837057711083,2.984374719576905
RBM26,-0.11364957382819263,2.9833813764298
YLPM1,-0.09296218292363445,2.9826497792256323
ZNF609,-0.07651560389369383,2.9807502745611023
CD3EAP,-0.12568335729386249,2.9799188324161063
PROSER1,-0.07947332831095277,2.9754087598456316
PEX26,-0.10523616863581164,2.975254019637462
C19orf10,-0.12178665162887281,2.975254019637462
RNASEH1-AS1,-0.12113781891145248,2.97040718061785
TPM4,-0.13280436796333728,2.96175802602571
JAGN1,-0.13748696342431188,2.958224961801292
RBFA,-0.10962969684668789,2.956414276289095
UBE2D3,-0.12061795619485238,2.9559081034255867
FBXO44,0.07338903213349202,2.9548108081572644
NAP1L1,-0.11904265213168941,2.954217293554557
KLHDC10,-0.0867662254067314,2.954217293554557
USP16,-0.14347307468801507,2.953598570198558
ARHGAP5,-0.11404039897453178,2.952193829475361
SEC61B,0.10085940895462642,2.951857412086095
GYPC,-0.08781676424626816,2.9513855458937126
PITHD1,-0.12223420152650721,2.951172075597812
PPP1R14A,-0.07617227245924063,2.95032022235873
SCAF11,-0.13701163767444768,2.9472980783660776
AP1G2,-0.07200667301934693,2.9472980783660776
GNG5,-0.107284787190288,2.9460856867350413
TARS,-0.12944115405954992,2.9460856867350413
ZDHHC4,-0.13921850844017492,2.9458939415045964
COPZ1,-0.14379393822978326,2.9423040131839158
MXD4,0.12941892214069295,2.9418742889832377
CHTF18,-0.06888081464891194,2.9414359189884767
MANEAL,-0.08116552999793658,2.940842188535234
MYD88,-0.08022047151308076,2.940410067504709
PRPF19,-0.11712020871885187,2.9386310801960622
CCDC104,-0.11873851718708117,2.9367726498256586
ARHGDIB,-0.11008618746894072,2.9356225884882163
CDKN1B,-0.0839966082336625,2.9356225884882163
PKP3,-0.11027757005906835,2.9356110529506143
ZNF148,-0.11582737114142283,2.9317065374709306
CSTA,0.07376562687618016,2.929710608798957
PRKACB,-0.06730460728434196,2.9281324255267536
DDX49,-0.11515689481387259,2.9257148937253166
CCDC82,-0.08389179606316421,2.9232304402458835
CCDC6,-0.10358267299945734,2.922494219449569
NCAPG,-0.07504244641519797,2.920968047101374
ELF2,-0.08621485324527267,2.9199290024442863
DIDO1,-0.10364839525190828,2.919372657413125
OTUD4,-0.0868568828581413,2.9193424176645624
EDN1,-0.09140448022972247,2.9193424176645624
PRRG4,-0.09642587905829902,2.9169404423906458
WDR6,-0.09039484200478043,2.9155538215641728
PTPN18,-0.10128754398467343,2.9152134011733484
ATAD5,-0.08221037104526374,2.9142544339637992
CDC123,-0.1344481057650695,2.9133192198533044
RSPRY1,-0.10044395543779583,2.9128688554213085
STXBP3,0.07672097843222137,2.905994663154016
RSRC1,-0.13375593410184283,2.9046144036479666
DNAJB12,-0.09544085579979811,2.903438708132164
FAF1,-0.11845194404026316,2.9023845283021763
SAP30L,-0.11415479267818007,2.901381283683278
THEM4,-0.09791671899152288,2.9000560102869986
IRF2BP1,-0.0745534744264944,2.898145388936675
RNF115,-0.12011755486517384,2.898122815686714
RBMS1,-0.13309880961968812,2.898122815686714
NCK1,-0.09457282453643323,2.8979950644440664
SLC25A28,-0.07113015782130994,2.8935323307809533
CDC45,-0.07387868036313439,2.8933745899734276
PPP1R15B,-0.07417545831426864,2.8908917638867697
HSBP1,-0.1052199896172521,2.8903560376214794
MRPS18A,-0.13252981340605796,2.8891393921410504
GNG12,-0.13555839371584266,2.888625079102626
FBLIM1,-0.09004276940748301,2.888625079102626
POM121,-0.10649447749276586,2.8878941749190035
EIF4B,-0.13904089759207228,2.8876748103492833
FKBP5,-0.07418426423757829,2.8872612959310384
PPP2CA,-0.13732921611167193,2.8855783808549442
RGL2,-0.09085343159310533,2.885289800384544
PDS5A,-0.12204365596482081,2.884731499591375
SART3,-0.07010979953903806,2.8814626261307987
PGM2L1,-0.07007436880095597,2.879322894503376
SLMAP,-0.10897606179098496,2.878655146565127
RFXANK,-0.11604498241684968,2.8782121037180532
TMED9,-0.12988335967168307,2.8782121037180532
NGLY1,-0.09664315576315641,2.878146379496046
TSNAX,-0.10032838166456948,2.876380560202004
PIGS,-0.09406229889281548,2.8759872439438077
MAP2K7,-0.11167680588659401,2.8759872439438077
ZNF512B,-0.07179890581382686,2.8759872439438077
AAMP,-0.12054200367382162,2.8739321350649085
ARID2,-0.07414451524812815,2.872700207856311
S100B,-0.06726182397737457,2.872633629597171
TLN1,-0.13108401591179764,2.872171319371232
FOSL1,0.14489212725749745,2.8719595485871667
THAP3,-0.07966037636020573,2.8705122897432767
EP400,-0.08425663627946278,2.8694659966801854
ZDHHC18,-0.07463505426748007,2.868547863158692
MTIF2,-0.11210340576032607,2.8679174217005543
TRIB3,-0.12027201069857352,2.86480467187194
SLC44A1,-0.10585611914611892,2.8638609372310957
VAT1,-0.12327915884900964,2.8533418997872366
UCHL5,-0.10793727797607922,2.852453662739921
NVL,-0.0698402307620496,2.8482886200253557
TIMM10B,-0.12259287783264305,2.8464701385432005
DAPK3,-0.11249906506773666,2.8441884376377207
HSPD1,-0.13739041709378075,2.8441128442712946
VEGFB,-0.1161677963766703,2.8424772934051616
WASF2,-0.14014655470147996,2.8424507465531463
RNH1,-0.13919238610367124,2.8422952496709835
COQ7,-0.08070333123290752,2.841151333657168
PUS1,-0.11358283866404317,2.8403634967671763
TRIM38,-0.0740743021434298,2.8383295166053233
GAPDH,0.07417289388319581,2.8380823208068295
BTF3L4,-0.13575482504722114,2.837623556083967
PPIA,0.0737879875365266,2.8357482840407298
PRELID2,-0.08879419210932227,2.83572281535894
LMAN2L,-0.07047237820922536,2.8342951418418925
PRCC,-0.12154107025338767,2.8334315271098873
PSMD9,-0.09376445264132371,2.8316941473701283
MAP1B,-0.12011216182622153,2.831192639007138
CENPQ,-0.06691955730182642,2.8276161352537383
SDHAF2,-0.12762513334790526,2.827328462187922
CRYZ,-0.08390794415632197,2.8258493621787415
NOC4L,-0.09735916821344581,2.8254829932383836
CTHRC1,-0.09295213042195183,2.8245982232605296
RALA,0.13902211629977934,2.8244025375020083
MRPL24,-0.13342009235221042,2.824347070315012
UBQLN4,-0.08598903396572943,2.8168682237213694
KIF14,-0.06660480952037862,2.8166749681573195
PBK,-0.1046686869419764,2.8164328625290946
WRNIP1,-0.10993337420688931,2.816187319181685
PDE8A,-0.07483158025168901,2.8159971483370847
MVK,-0.07177957849224459,2.815756001729705
STAT1,-0.11911641186515087,2.8151569622932193
PRR14L,-0.07782803402451055,2.8150026985713965
HDAC8,-0.09169319818440691,2.814569265494029
MRP63,-0.12356560878552081,2.812822403508686
MED22,-0.07534392750578967,2.8128037676365376
RAB22A,-0.13391477287714348,2.812588029125936
