Gene,logFC,-log10(p-value)
NSG1,0.2545758673742631,28.531775613092183
MRPS34,-0.44770923817114294,28.434269906967277
SRSF2,-0.43777963164671263,28.17306475476198
JTB,-0.3603991926086536,28.12698554564276
RRAD,0.2735788814015683,28.10709034229536
RPL41,0.16113638362559968,28.054421611631152
DCTPP1,-0.4684743265637641,27.850373228861656
TOMM40,-0.456594882571113,27.60706154459116
CBX3,-0.45215805968562073,27.141824854231135
LY6E,-0.4004953114052263,26.915377830785605
PPDPF,-0.2750826051115123,26.65524087060167
MTDH,-0.33217382706063425,26.155478734224143
PRELID1,-0.26362270450662884,26.132559409880365
TRIAP1,0.4488874123084816,26.00588631627107
CKS1B,-0.5000950065520353,25.98177801449019
C18orf56,0.3010502475553567,25.904431335639575
SSRP1,-0.4407753476215577,25.734279831627408
PARP1,-0.44748356782700505,25.579192886826853
SNRPB,-0.376051819109783,25.508387959009166
PXMP2,-0.4333480215587553,24.675023491622373
YBX3,0.3691014665888286,24.27912348422475
CDC42EP1,-0.3913840243052702,24.170655998355507
STRA13,-0.404951918063972,24.022531779819698
H1FX,-0.4795093812362614,23.92359495369864
MYBL2,-0.4503195114612861,23.906750007796717
HMGB2,-0.5146356488199357,23.892543362292454
CDT1,-0.3495789954608277,23.762636506205315
C1QL1,-0.26687693975100757,23.501619430596296
BAZ1B,-0.4082748346912819,23.050273754003584
SERPINH1,-0.40363264067231075,23.00211707899466
NUPR1,0.2905694363380773,22.951292486276653
PGP,-0.4262810236700787,22.90649641393335
YPEL3,0.3608508607728176,22.855450619420864
SNRNP25,-0.4227382845556944,22.711948169833665
PLEKHJ1,-0.41199339591914264,22.626559750972504
CHAF1A,-0.3428428941064876,22.144888337872636
C20orf27,-0.40639323122035975,21.99855382114341
H2AFV,-0.33063927498313816,21.7788777779775
C11orf48,-0.3804545916918709,21.67647823714551
CES2,0.35131466503569175,21.494780066328662
DHFR,-0.40505428420650524,21.440107257857363
UBE2S,-0.47894724643164466,21.413898335368774
RAB34,-0.34133885059351243,21.27838054074785
NHP2,-0.29510451092051326,21.253013387338626
HMGA1,-0.319456397538854,21.193027041394938
EMP2,-0.37462812794401756,21.053143825212263
DHCR24,-0.384855445752569,20.88031150501266
CDK4,-0.4019072443913432,20.871402649089394
TUBA1B,-0.4020893581646927,20.75974694540534
RRM2B,0.20782348284210528,20.64737388841533
CENPN,-0.40263728786447306,20.546944478842452
HN1,-0.3343834751803296,20.519002693509513
HIST1H2BJ,0.2489808587448561,20.49639062310881
RNPS1,-0.38120686409090876,20.444579778656127
TMEM14A,-0.3917245617356748,20.345260643340765
UQCRB,0.29270605094824553,20.339999512362034
PHF19,-0.39914600053794747,20.33088672990395
MAZ,-0.3901027509150765,20.304107264764482
ZNF385A,0.3077135231616195,20.218155194313272
E2F1,-0.3916731761429437,20.215551111786905
ITGAE,-0.39274161906346006,20.18129184235998
GRK6,-0.38040488205133016,20.116600105509434
BAD,-0.3895561409011261,20.06180667505527
POP7,-0.3912378845074409,20.045006556484772
ZDHHC12,-0.37863758095235056,20.04125696251423
POLR2L,0.25134480060351017,19.759116078798687
SRM,-0.3183696961117626,19.748034841043367
TIMM13,-0.3140116349874038,19.72557434358703
S100A11,0.23638497188074403,19.581376859507206
SNRPD1,-0.3536748965092027,19.58016332948334
PHPT1,0.3374931721625076,19.557684769704583
HDGF,-0.3599700399003112,19.557684769704583
LSM2,-0.3778451917633481,19.37539259659755
TMUB1,-0.374515231088286,19.30369525543192
MKI67,-0.40806174361099057,19.217799247304722
NUDT1,-0.37953412620299964,19.20915600431546
RABL6,-0.3769753039639987,19.163252110316225
NASP,-0.3591545776712941,19.09797880528861
SET,-0.29381257901896873,19.085814384909877
C17orf89,0.31005962115525065,19.085814384909877
PIN1,-0.3740365890248123,19.01835177565965
STOML2,-0.34426774027448026,19.01835177565965
ICMT,-0.3661486240653451,18.832032140960447
ATOX1,0.28524372777060236,18.72832337240666
FLOT1,-0.36747277735666817,18.68458002673844
SLC2A4RG,-0.37777371800593684,18.528693749622896
HNRNPA0,-0.3613370396023763,18.461645750962266
CENPM,-0.35620734950006483,18.454084983058745
POLR3K,-0.3876234759199102,18.454084983058745
GCSH,-0.36475445970448117,18.400340232597337
CCDC85B,-0.36506380692599105,18.366882157259543
PTPMT1,-0.3618602005959213,18.214546495636853
PEG10,-0.30160518842362727,18.21403234547629
PTP4A2,-0.3163978406754291,18.17226406754369
TOMM7,0.23972951225276695,18.04288281150489
FEZ1,0.21180127910169944,17.9976835738085
UPP1,-0.37272168848635445,17.939061550919096
COX7C,0.2116513730864309,17.938594015316003
RPS20,0.1398847322590573,17.919025611523118
RPS26,0.16236983246659875,17.833261742815672
DPM2,-0.3678631591597332,17.833261742815672
UBL5,0.2555298507691539,17.732483326648655
SRSF7,-0.3769909151806896,17.732483326648655
LSM5,-0.3064361847993551,17.7102688022967
CKS2,-0.45399216376531903,17.59696535210986
CARHSP1,-0.3705153031560853,17.531884000999664
MRPS26,-0.3636943826044732,17.469159344880417
ROMO1,0.3237754870914138,17.43507757273579
ANKRA2,0.20834676602445956,17.394483924551995
SRSF9,-0.27781934087588134,17.368958320428415
H2AFX,-0.3547654937507527,17.35610731384431
TMA7,0.23813903400544056,17.270462854720492
DNAJC9,-0.34696437185981477,17.256427881261118
TCF19,-0.2863220928569232,17.251263408249656
ARPC1B,-0.3023527430051587,17.061572705580144
MAD2L2,-0.3583995791513246,17.053128542547615
ISOC2,-0.3540060870148025,16.863517917646234
PPP2R4,-0.3364624670138481,16.841607234219367
BCL2L12,-0.35036324341126157,16.798663510720186
PSMG3,-0.3551349245325248,16.742787459383806
IKBIP,0.3084189393991599,16.664328396910403
MRPL4,-0.3543410051635627,16.59233621418832
UBE2T,-0.34808482816094166,16.41341258943628
CACYBP,-0.3647484831709331,16.325423670440617
KLHDC3,-0.3225180338635685,16.227833725072614
GADD45GIP1,-0.2649770255854609,16.205737563845755
EIF1AX,-0.32738102460852136,16.201853200666882
LRRFIP1,-0.3538272097647255,16.199995793332274
USP1,-0.34506410366606044,16.08051923591328
ISCU,0.3519915070855628,16.025496086275044
SF3B14,-0.2852159517539281,15.949502526339767
BCL7B,-0.3467138887110872,15.905906667217614
C19orf48,-0.35868331440626466,15.886768561469593
SUMO3,-0.3243809964930886,15.839091597714457
MSRB1,-0.3251816087389727,15.748095031071742
METRN,-0.35192997440516205,15.708562662069953
IFRD2,-0.34064587116181766,15.675404426698499
C9orf3,-0.29719004997466136,15.660661380115043
RNF207,-0.18145072552032282,15.605070767679472
HINT2,-0.3406558508439401,15.555739857477835
MRPS12,-0.3121241002701156,15.546111022867768
UBE2L6,-0.28981355114456164,15.546111022867768
SAT1,0.40268562228370186,15.472516478439994
UBE2I,-0.32161673792532763,15.460927518602496
UBA52,0.17131989318960272,15.423127729640965
RPL30,0.14003362964195176,15.35707287913163
AGPAT2,-0.3354583341163515,15.345993756847129
EBP,-0.3192751608605855,15.331398857169441
BCL7C,-0.32827274464163914,15.239547457859636
MRPL11,-0.3082376913014624,15.213474653931778
OAZ1,-0.15806645413766418,15.150935625243712
PSMB9,-0.309015324749196,15.141151147557325
MAF1,-0.3274759033055483,15.121249605159106
CBX5,-0.3197895703968179,15.06806469355159
ASPM,-0.24823726833803672,15.034280720676362
BRI3BP,-0.3097754840141098,15.033453209643522
APOBEC3C,0.2805317845513633,15.03235063665452
ORAI3,0.21030071767197978,14.997004359195126
U2AF1,-0.32571797357003174,14.988785221029383
MRPL34,-0.33666176108099766,14.953672952803299
MRPL51,-0.22629822087191798,14.930488329322714
CTSZ,-0.31919765853860405,14.87441566930051
MRPL12,-0.3193788251165701,14.859486965861063
POLD3,-0.2058775057117419,14.856241625494217
HNRNPM,-0.3418891809093685,14.828909930831353
FUCA1,0.18874297476326607,14.828909930831353
TMEM54,-0.3254372041915037,14.690098630766398
SSBP4,-0.3151665116108333,14.666566587667978
MTCH1,-0.3132210858461324,14.644685566721273
CDIP1,0.1989818765992064,14.581321710942161
LMNB2,-0.29812677487305006,14.57244572810794
NFIB,-0.23973329252436848,14.570001552508748
GLRX5,-0.3040305091962878,14.570001552508748
PIDD,0.17477170974503764,14.534287694015552
FAU,0.1471135555766807,14.517352612964224
C14orf1,-0.3167922364329989,14.47618475280687
ZNF511,-0.3277289858859005,14.454836763892764
CLSPN,-0.2903228135262852,14.415438973380311
TMEM147,-0.2853519415587442,14.346496415739681
HDDC2,-0.33016622726444034,14.3157676410898
HNRNPU,-0.33476010827121083,14.296733523155977
GAMT,0.29007001237567653,14.296733523155977
ELOF1,-0.3317168841625966,14.27879833648156
TP53TG1,0.2976970948181936,14.278039326792202
NUSAP1,-0.30633640923337335,14.224918088771606
PSIP1,-0.274306891715006,14.213988857157032
SMC2,-0.2783841748598146,14.208662696126265
GGCT,-0.3312416956625084,14.208662696126265
CDKN2C,-0.2446743817033319,14.198801590882674
LSM6,-0.3235645128856399,14.124759147728906
CENPW,-0.3350976533492842,14.116397332588459
MCM3,-0.2663819042112392,14.092426849631984
CENPF,-0.357788319672915,14.025231997740159
RPS15,0.1294299153480214,14.025107792814238
LSM10,-0.32309532385099526,13.976892029032992
PKN1,-0.30131283220237837,13.942363949005422
FOXM1,-0.31056350074032757,13.902779603882404
CKLF,-0.3398171171140705,13.890495558415273
MRPL20,-0.27549575356883516,13.8877639631756
FAM195A,-0.3271393963495317,13.850537485904294
LYPD1,-0.22521148155026527,13.850537485904294
RRM2,-0.3110779620394313,13.842110238891628
MRPS11,-0.3271836704905535,13.826691154134243
MRPL17,-0.3255372493629345,13.785279431330984
PTGES3,-0.2944369858747118,13.763939369339717
IER3,0.3268060431671067,13.741257368000642
SORBS3,-0.2766191659453403,13.732509446929193
COL1A1,-0.2165046076514443,13.710712411251627
MCM7,-0.2887900892505817,13.70202887161632
NDUFB10,-0.2902522223980393,13.684215013938696
ANP32E,-0.29813635040159703,13.678546778651066
NUDCD2,-0.3237383869387971,13.65828872878669
TAF6,-0.2784712010918744,13.65828872878669
PPM1G,-0.31564887500554484,13.627620653529796
ZWINT,-0.2892520333873989,13.614661907349488
NGFRAP1,-0.2873171659876732,13.60751479069639
USMG5,0.2508149584378039,13.561613913551714
IRF3,-0.2925672706534561,13.49585866076639
RPL39L,-0.29395120672374464,13.491639063125081
SESN2,0.17116594193308377,13.409015283052026
RPL32,0.12011781328113713,13.358367619085728
GIPC1,-0.31013624834934816,13.348857413461657
FAM111A,-0.2504220467018463,13.325511230504933
KHSRP,-0.28872113068171057,13.314576838869069
RPS10,-0.2087941536312723,13.312862130301996
RPL27,0.13344006661720087,13.299508262244414
PHB,-0.26835947691293605,13.244528964136379
CLPP,-0.320541918336402,13.240163644946616
CDCA3,-0.2902000878922424,13.179340859615705
NDUFS8,-0.24443095648406477,13.14301729046779
SLBP,-0.32090489634961994,13.14172522650939
SERF2,0.14132780021227376,13.06050565383466
MCM4,-0.24105582641237078,13.0569791480528
PTMA,-0.16179552817408016,12.996302948605996
SRP9,-0.29609817970360464,12.978557221577724
RFC2,-0.26987544335432645,12.978557221577724
ELF3,-0.22968843071631806,12.977861610619055
NABP2,-0.30955680532238894,12.949664899625724
GPX1,0.20537712390761165,12.94424284946562
NFIX,-0.19874026472215878,12.92482692446125
HNRNPD,-0.3152616090679592,12.853637817747886
FBXO17,-0.20308627419345004,12.849804485987196
YWHAB,-0.22960604023545805,12.83345341024566
PPIH,-0.26779944957308466,12.828664021435792
PRADC1,-0.30079492224195636,12.82326275309596
MDK,-0.2934122654404643,12.79150666892526
C7orf50,-0.2844236723457456,12.77364511443471
RPS15A,0.1429989555854423,12.761060731815789
PRRC2A,-0.2800209521705872,12.759384238356454
HMG20B,-0.29927831087620405,12.756221308520896
TMEM99,-0.26915688485009603,12.695667330728778
UBE2E3,-0.3035302837885956,12.694113781365353
NME4,-0.29827561960264237,12.671564582655297
MCRS1,-0.2906217531326014,12.661530941965664
PKMYT1,-0.22322474873709464,12.651007060812146
RAD23A,-0.28310662122323116,12.64983341611388
FAM64A,-0.21800472495096646,12.620393393525568
SRI,-0.31178713705892314,12.600164135507812
NME3,-0.2593538030372535,12.588873868518492
PITX1,-0.2830048156870282,12.585991342979963
UQCRQ,0.18993308399090836,12.580129617078683
MARCKSL1,-0.3143260375833181,12.573518172478607
HAX1,-0.30411235155099803,12.498150670091237
ATP5I,0.2782414297313549,12.467977389009869
UBE2C,-0.40952294381952115,12.465130697152304
ANXA4,0.2449661107309673,12.443994909982424
TMEM40,0.18563558409031167,12.407190119534308
RBBP7,-0.2677876085185007,12.360969103320862
C16orf59,-0.19557874490352312,12.352621907474827
SCD,-0.2679046372726095,12.326392607860523
HNRNPR,-0.3068857229690529,12.263578604956896
ELP5,-0.251443767874342,12.244402422377373
MXD3,-0.17614076080439833,12.234110807401823
COX6C,0.21843030333144853,12.160971854902073
C12orf5,0.21898688558167656,12.153874019030095
MEA1,-0.29385803502164975,12.149772019028184
NTHL1,-0.24741104197609598,12.135948246006631
GTPBP6,-0.2669421579044986,12.100616807403144
DUSP14,0.3034360960692659,12.084986115858538
SMC4,-0.3177304469497342,12.084986115858538
THAP11,-0.2766828242085637,12.037843816798823
COX7A2,0.16184603645171336,12.025505277037112
FAM20C,-0.18544710017479815,12.010938428438555
TMEM126B,-0.28924353297470073,11.962528523949075
TBCB,-0.2962452801909983,11.961085105795398
APH1A,-0.2976450255986869,11.842609842890488
DBI,-0.2552328126528458,11.760776137756228
SUMO2,-0.20425693025346803,11.744475974954938
CHPT1,-0.27057675900738865,11.731348100247422
ID1,-0.3477144933352365,11.72964375411022
EIF2AK1,-0.29094494167626106,11.7033636580614
NXT1,-0.3038198599274482,11.642934478864492
C9orf142,-0.2931331878971317,11.620371007048536
TOP2A,-0.34272868412579083,11.601330111808288
RABL5,-0.2805893046560932,11.563313679731332
PTBP1,-0.2900357662324886,11.553103101793221
TMEM109,-0.2498637843155853,11.549275941164838
SRSF3,-0.2786989715024868,11.541295944208448
TMPO,-0.27276710827014927,11.469085247078215
NDUFA1,0.2744200606949896,11.465799969464278
CYC1,-0.2620195132380214,11.452512379393818
CTNNAL1,-0.296958408552884,11.43958450946746
WHSC1L1,-0.2903322548364775,11.418286597015069
CCNA2,-0.24052030081775477,11.406095690256791
ARL2,-0.2946142001780929,11.398029351377406
PPP1CC,-0.2967986948924093,11.397964773836703
NUP62,-0.2538172068282476,11.374405567531868
GTF2I,-0.288065601725477,11.363611142816453
CHD3,-0.2233743777053787,11.362726142652454
CENPA,-0.2995536924289457,11.343311867077796
NEAT1,0.3406321169131399,11.302775298693762
EXOSC8,-0.24991677853330074,11.279168654803776
MT2A,0.30515198704047997,11.272993342286702
RASSF7,-0.25367117663001437,11.272993342286702
CISD3,-0.2821950196555649,11.257934893550852
CRABP2,-0.22375439222491167,11.234685690710036
RGS20,0.20962194910620102,11.233332888474123
KANK2,-0.19009550097814376,11.225571078572512
DUSP23,-0.27043788108125,11.193535064151417
H3F3B,-0.17263950124910288,11.188301479294193
RUSC1,-0.25107760117064615,11.173268472671477
RPL28,0.11893680024095055,11.172081779300907
C14orf2,0.2179669297183704,11.163604708276328
BANF1,-0.24686030513758084,11.14720637132681
SLC39A1,-0.28848250621121263,11.13115564019594
TADA3,-0.2851025769198685,11.076415789514103
SFN,0.25885427933550353,11.069992801010281
MIS18A,-0.21789900462159828,11.045515700024465
SPC24,-0.18800381164254176,11.041262519956883
FADS1,-0.2678447477406092,11.034197310200806
DCAF7,-0.262071930235936,11.027878724704255
RBM8A,-0.27984789008250743,11.009564960637688
SLC35A4,-0.2486795390945291,10.97801380208009
CXXC5,-0.2591094935496683,10.975747691688904
EIF4G1,-0.290258871753589,10.952090360954505
SLC25A39,-0.2400303263294532,10.95205656069035
TPX2,-0.3147778462352866,10.9490422038469
RPL23,0.1287832286165287,10.944739033927988
SIGMAR1,-0.28096715967988484,10.936907172948647
PLP2,-0.26521795408281434,10.918180210990641
RNASEH1,-0.28631421388931155,10.91517237742863
NR2F6,-0.28369908732156013,10.91517237742863
CDCA5,-0.2563515334566615,10.862384923553504
RAD21,-0.2701405016771501,10.823287761355775
MRPS7,-0.2835373410742301,10.806526050655007
HMOX1,0.17644967954741642,10.787417051668845
ERH,-0.23427369133517395,10.785084351982077
LINC01116,-0.1993856946461987,10.782080519112101
POLE4,-0.28029218562433655,10.779663791168279
TMEM160,-0.27442758469288986,10.755605454353729
RAB5C,-0.26857199834665035,10.75161304876074
SNRPA1,-0.2922240081816758,10.740322013320418
APITD1,-0.24043490931788192,10.722257818363987
SRSF1,-0.2851701176655359,10.685449016580108
IMP4,-0.28374427010664416,10.67461193798258
TIMM50,-0.28111111644121234,10.661855393620328
NMRAL1,-0.2606442335523065,10.646102279622784
PBX1,-0.13599045315751823,10.643589222114699
MRPL55,-0.270787143153008,10.599026905751893
EGLN2,-0.2737528292123592,10.596490553431822
ANKRD32,-0.16565945993818598,10.594938258084579
IPO5,-0.23606855271030192,10.591808965577815
PAQR4,-0.21190760338223313,10.573342457568032
YDJC,-0.2686706724820054,10.534517547725512
BCKDK,-0.2720741129128106,10.528567778224586
LYRM4,-0.2821962364111643,10.525443890425514
CCNB1,-0.29173455352232924,10.51629685202734
AHCYL1,-0.263900151540267,10.499986391665363
DDX46,-0.27163935265826744,10.484305190429478
MEIS2,-0.17770470068652333,10.48117884560319
KLK6,-0.1541684947170774,10.470492347027086
TEX30,-0.26270191803116916,10.433417037130862
POLR2J,-0.22523452277353684,10.40783541383725
PFN1,-0.14235643925587915,10.36103531850878
CHCHD3,-0.2808602888692633,10.352423786456196
CTD-2015H6.3,-0.219157834417385,10.328181634342673
CIZ1,-0.26513370998823227,10.325154288205093
GPRC5A,-0.2553999201618309,10.323080227963585
TMEM203,-0.2769155664622245,10.302712071688905
EEF1A1,0.1559765381660636,10.297147103239627
RAN,-0.19371296391491377,10.285622899314994
SAPCD2,-0.21559423282239454,10.264887984000683
CBY1,-0.2162778477618046,10.258647559095659
RBM17,-0.26735083550622907,10.256440451975863
NINJ1,0.2750557361155357,10.256148798784734
DONSON,-0.18018764765687223,10.219989551625575
HES4,-0.31987414748180854,10.219138026984657
THAP7,-0.26043143452999296,10.217967863998876
CDC26,-0.2755286053237995,10.207887650893412
CYB5A,-0.2775221054293997,10.194516895395322
ROGDI,-0.20357415092837616,10.174264302996447
GOLM1,-0.258775247455298,10.12787400273407
SERPINE1,0.21240645247106205,10.124612653589969
CNPY2,-0.24840340941921824,10.116214910841304
RARRES3,-0.155615526532908,10.099053792491015
EEF1E1,-0.27104968584754285,10.092802330136122
RCN2,-0.28259227168165424,10.092366244123061
PDCD7,-0.26031741165629896,10.032833618794882
TSEN34,-0.2608097585935427,10.02557146624253
HSPB11,-0.28045160307056083,10.024105076514848
ASF1B,-0.2122252164174503,10.01387928145125
EMP3,-0.241558835074156,10.003755384806766
C19orf24,-0.2612941193686371,9.973721873256752
SAE1,-0.24692096461832946,9.959605480798238
GPX8,-0.20837275675285216,9.955522035261845
C19orf33,0.2234120624295146,9.95136793957526
MESDC2,-0.26898836685403005,9.919298148546114
SARS,0.26322191989524946,9.918536411010207
REPIN1,-0.23447651592637708,9.916614059245004
ATP5G1,-0.23598639325832238,9.914426718690539
LSM3,-0.23823041995772165,9.914416554494156
PPAP2C,-0.2499672203605412,9.900776640656689
RFC1,-0.2576072152110669,9.876511517422438
CTDNEP1,-0.26920425389258185,9.874560893206423
ORC6,-0.2294026660498405,9.85387763674287
PABPN1,-0.26743523783404477,9.840658753921913
CENPU,-0.23886692115894625,9.831149349947303
EMC8,-0.2716856022741485,9.813407085669619
CCDC90B,0.2722044430234254,9.813407085669619
MARCKS,-0.27961848682392976,9.813407085669619
KIF22,-0.21978665597739422,9.8024013453869685
CCNB2,-0.2246416809940639,9.8024013453869685
COA1,-0.2702455328094979,9.789859267932554
COMMD4,-0.2647137482402311,9.78486143715744
FTSJ2,-0.2583585200105585,9.784099671626837
NETO2,-0.24976119180678324,9.783845910872753
COLGALT1,-0.21852673596220384,9.765500946028032
MBD3,-0.21729545514208137,9.738693474094719
MAP3K11,-0.24080342117658038,9.73169906629462
SLC25A11,-0.25588391367980545,9.73169906629462
FDPS,-0.27305942453388354,9.719079694366272
CMC2,-0.26851838622804536,9.71258593884681
IFNGR2,-0.26722317139158847,9.708688580653732
NT5DC2,-0.2722381975621202,9.70776849317852
CHAF1B,-0.1397140453530472,9.706067342258814
TNFRSF1A,-0.2669213532223411,9.693775070315139
SKA2,-0.26850885670682345,9.69293760815602
PYURF,-0.270927177892367,9.692105700093824
SMCHD1,-0.20374616777930843,9.642016350773265
GFER,-0.2531342252382984,9.631434470355133
RNASEH2A,-0.2376232899757582,9.619041871680714
ERI3,-0.2593560359795779,9.563145685800114
FAM98C,0.17340098741693044,9.553085353658714
RNF7,-0.22499239776189484,9.541756405847067
NADSYN1,0.19260074773165226,9.519810804780137
CENPH,-0.19395067504758678,9.48785883892766
BAX,0.26588129500012236,9.464437789907457
SMC1A,-0.21103178580874626,9.461895332167584
PAPOLA,-0.24939211766586133,9.45780991333788
CPNE2,-0.21093911301382118,9.453335149287039
TSPAN15,-0.17902318328711164,9.453335149287039
H3F3A,-0.1704114901613636,9.39655553195677
EMC6,-0.2501406855866719,9.38012037554103
TCEA2,-0.24125358814186182,9.350377314471853
RPS12,0.10805673316102471,9.34834646368232
MLF2,0.21540960140003307,9.343197932913142
SHISA4,-0.19210269138244485,9.33963491093797
CINP,-0.2480517226578005,9.317710561201793
ECHS1,-0.26394619168998723,9.29448402638404
PMF1,-0.2340422317244517,9.28577369263444
FAM111B,-0.14434092571205337,9.28577369263444
STX10,-0.2582419605679869,9.281792146776388
ORAI2,-0.2223047121563937,9.271703184923688
E2F4,-0.2562418371542039,9.265256963937837
UBN1,-0.24280009653510515,9.265256963937837
KRT80,-0.1691180693152452,9.262365610698795
MRPS16,-0.24457196513084156,9.259783736569359
RPS24,0.12463978863380376,9.259783736569359
LMO4,-0.24416192204448173,9.252646925435775
RHNO1,-0.2564929203690429,9.2450390122613
PNKD,-0.2598685625310697,9.228014967968276
SIGIRR,-0.21539083824643157,9.216459164951653
NDUFA4,0.14617740129709134,9.20024291872551
PTTG1,-0.3229271617365175,9.183753999184514
CDK12,-0.23793613626741816,9.175571788732626
EIF2AK2,-0.23505659477465812,9.175571788732626
NAT14,-0.17999995583179818,9.166772726452852
FIBP,-0.2641745807939966,9.14720558676595
DAZAP1,-0.2626411369395152,9.14226207313299
BLOC1S2,0.2604740578227087,9.142141586490126
PAK4,-0.20897292890822605,9.13936033598144
SNRNP40,-0.2181617708384067,9.136402151175854
RAB8A,-0.23819695286246656,9.126093746454284
RNF126,-0.263159424786906,9.118477125603933
DCXR,-0.25813714686339306,9.11120224110172
SPG21,-0.2627768550223868,9.10581660010086
ZCRB1,-0.2550046234071006,9.091863160075981
CENPK,-0.21698358169070442,9.085118390569992
LIMCH1,-0.18334766715641404,9.072584601503145
FANCA,-0.16366054538098673,9.072584601503145
PAICS,-0.26013126769764394,9.034020742596637
DKC1,-0.2602321792243405,9.028208124233194
SPATS2,-0.24838823264593213,9.028208124233194
CHCHD10,-0.23479148219389323,9.015691663580883
PDLIM2,-0.2616492614585697,8.977726093956267
RHOD,0.2248822327357214,8.968167846706478
C11orf73,-0.2600338312195607,8.967734512758373
NACC1,-0.2218802346394586,8.955027602042279
IFT57,-0.23787649826659774,8.917334762227922
GANAB,-0.26210990320362715,8.909943163243412
TUBB,-0.22087434310432386,8.883470002578088
RPS13,0.11820423438261152,8.876715149569362
PTPRA,-0.2148191524087366,8.86165329322159
NDUFB2,0.1818786971415154,8.850470359893903
TP53I11,0.1657315022564445,8.850470359893903
YWHAH,-0.2610771021195859,8.848850057817407
AES,-0.2536001142836515,8.843407894605452
APOA1BP,-0.254286479303131,8.80140593982858
WNK1,-0.2383666901751651,8.801187347571766
MSH6,-0.16329489950674603,8.798128888509927
NUBP2,-0.24677480640581884,8.798128888509927
S100A10,0.17945618080176118,8.797998709129258
MPST,-0.24477274323144904,8.796630197002251
UBL4A,-0.24272731138285852,8.792024840752546
TPD52L1,-0.19167058109573087,8.792024840752546
PYCR1,-0.2415091505951903,8.772418258305223
WHSC1,-0.21002905819758677,8.767966386275761
CNP,-0.22370791249493927,8.748110027850048
FLYWCH2,-0.24958838507710102,8.744492424820347
HNRNPUL1,-0.2506260334833321,8.743891499085468
SF1,-0.25674608581576397,8.738111544136157
DHRS7,0.2169833158765906,8.738111544136157
DDB2,0.1944137652761384,8.725074675181347
SMC3,-0.23501195049281076,8.695978717258264
IAH1,-0.25515219682197454,8.694073651876094
TINAGL1,-0.2119166941286874,8.664900967578093
FSTL1,-0.1704613636616772,8.65104612907532
NPM3,-0.2500466981574059,8.65087330681903
MALSU1,-0.2620315654629817,8.65087330681903
